
# OSU MPI Allreduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                      27.26
16                     26.55
32                     25.52
64                     25.98
128                    25.75
256                    26.29
512                    30.33
1024                   29.57
2048                   34.16
4096                   51.75
8192                   58.10
16384                  58.10
32768                  79.44
65536                 124.30
131072                174.64
262144                304.93
524288                564.23
1048576              1292.57
2097152              3340.95
4194304              7601.60
8388608             15780.62
16777216            32136.14
33554432            65662.16
67108864           133820.77
