
# OSU MPI Allreduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                      28.77
16                     30.62
32                     25.64
64                     25.34
128                    29.19
256                    25.65
512                    29.39
1024                   29.41
2048                   32.61
4096                   56.33
8192                   58.94
16384                  88.70
32768                  84.06
65536                 109.38
131072                166.33
262144                308.61
524288                535.14
1048576              1340.62
2097152              3336.28
4194304              7575.86
8388608             15677.73
16777216            32207.06
33554432            65706.86
67108864           133930.80
