
# OSU MPI Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       4.78
16                      4.84
32                      5.09
64                      5.16
128                     5.89
256                     9.24
512                     7.67
1024                   12.58
2048                   12.74
4096                   18.42
8192                   30.50
16384                  61.32
32768                 150.42
65536                 235.42
131072                471.36
262144                989.88
524288               2119.57
1048576              4222.08
2097152              8638.31
4194304             17316.88
8388608             34357.22
16777216            68273.45
33554432           134366.07
67108864           264916.30
