
# OSU MPI Allreduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                      27.58
16                     25.81
32                     27.92
64                     27.26
128                    28.72
256                    25.67
512                    28.61
1024                   29.38
2048                   34.18
4096                   52.26
8192                   56.41
16384                  58.29
32768                  78.60
65536                 122.04
131072                171.71
262144                301.97
524288                553.50
1048576              1286.30
2097152              3341.45
4194304              7486.39
8388608             15660.25
16777216            32190.71
33554432            65801.14
67108864           134281.49
