
# OSU MPI Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       6.28
16                      4.89
32                      4.94
64                      5.34
128                     6.10
256                     6.67
512                    10.69
1024                   11.01
2048                   16.82
4096                   19.21
8192                   27.63
16384                  69.39
32768                 122.31
65536                 287.77
131072                475.03
262144               1018.65
524288               2211.05
1048576              4313.53
2097152              8722.39
4194304             17616.08
8388608             34938.32
16777216            68638.26
33554432           135237.95
67108864           265961.17
