
# OSU MPI Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       5.31
16                      6.56
32                      8.24
64                      5.29
128                     6.37
256                     9.89
512                     8.10
1024                   10.40
2048                   14.28
4096                   21.25
8192                   27.81
16384                  59.71
32768                 125.40
65536                 250.36
131072                505.80
262144                989.91
524288               2026.67
1048576              4144.18
2097152              8332.10
4194304             17331.36
8388608             34563.37
16777216            67531.75
33554432           134893.92
67108864           263751.96
