
# OSU MPI Allreduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                      27.23
16                     30.01
32                     26.46
64                     32.52
128                    26.34
256                    28.85
512                    28.30
1024                   29.72
2048                   35.67
4096                   54.35
8192                   53.51
16384                  73.96
32768                  78.70
65536                 109.47
131072                198.24
262144                278.41
524288                558.26
1048576              1332.97
2097152              3375.13
4194304              7506.64
8388608             15760.42
16777216            32300.02
33554432            66056.32
67108864           134502.20
