
# OSU MPI Allreduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                      26.19
16                     25.94
32                     25.41
64                     26.96
128                    25.47
256                    26.85
512                    27.94
1024                   29.27
2048                   33.28
4096                   54.41
8192                   60.13
16384                  57.90
32768                  81.17
65536                 155.93
131072                183.25
262144                274.11
524288                571.73
1048576              1307.02
2097152              3331.60
4194304              7648.13
8388608             15898.55
16777216            32590.34
33554432            66363.93
67108864           134289.06
