
# OSU MPI Allreduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                      25.27
16                     26.56
32                     26.12
64                     25.20
128                    26.67
256                    25.52
512                    27.75
1024                   33.32
2048                   32.35
4096                   56.51
8192                   56.25
16384                  71.60
32768                  77.39
65536                 108.13
131072                170.23
262144                302.31
524288                547.08
1048576              1313.11
2097152              3399.49
4194304              7456.96
8388608             15829.33
16777216            32213.59
33554432            65699.99
67108864           133856.66
