
# OSU MPI Allreduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                      24.86
16                     27.43
32                     24.63
64                     24.03
128                    28.10
256                    24.37
512                    25.58
1024                   26.87
2048                   29.61
4096                   54.74
8192                   53.89
16384                  53.45
32768                  68.73
65536                  90.94
131072                129.71
262144                217.25
524288                506.09
1048576              1266.02
2097152              3455.91
4194304              7704.34
8388608             16122.13
16777216            33001.48
33554432            66679.63
67108864           134948.30
