
# OSU MPI Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       5.06
16                      5.48
32                      5.33
64                      6.00
128                     5.92
256                     6.74
512                    10.41
1024                   10.65
2048                   13.62
4096                   19.40
8192                   35.68
16384                  60.13
32768                 119.25
65536                 227.83
131072                495.91
262144                947.29
524288               1955.95
1048576              4132.08
2097152              8949.79
4194304             17012.68
8388608             33937.74
16777216            69101.45
33554432           135675.56
67108864           266619.71
