
# OSU MPI Allreduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                      25.85
16                     27.59
32                     24.14
64                     24.78
128                    24.11
256                    24.12
512                    25.68
1024                   31.07
2048                   29.19
4096                   51.14
8192                   54.22
16384                  52.64
32768                  68.08
65536                  94.65
131072                127.96
262144                208.85
524288                500.72
1048576              1257.69
2097152              3338.59
4194304              7564.94
8388608             16227.47
16777216            33563.02
33554432            65811.35
67108864           133998.23
