
# OSU MPI Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       5.01
16                      5.46
32                      5.19
64                      8.65
128                     5.91
256                     6.86
512                     8.16
1024                   10.15
2048                   14.37
4096                   25.83
8192                   27.92
16384                  60.82
32768                 124.38
65536                 256.16
131072                553.00
262144               1090.69
524288               2067.97
1048576              4292.82
2097152              8656.15
4194304             18520.38
8388608             34205.28
16777216            68626.82
33554432           136124.19
67108864           269173.97
