
# OSU MPI Allreduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                      27.13
16                     27.64
32                     23.93
64                     25.33
128                    26.84
256                    24.08
512                    25.60
1024                   26.60
2048                   29.64
4096                   55.15
8192                   58.27
16384                  88.21
32768                  70.27
65536                  91.72
131072                127.00
262144                207.65
524288                508.11
1048576              1352.60
2097152              3459.46
4194304              7583.61
8388608             15964.22
16777216            32841.68
33554432            66402.98
67108864           133853.98
