
# OSU MPI Reduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       2.11              0.90             11.68        1000
16                      2.04              0.87             11.17        1000
32                      2.05              0.87             11.10        1000
64                      2.11              0.89             11.47        1000
128                     2.09              0.88             11.35        1000
256                     2.16              0.89             11.86        1000
512                     2.31              0.91             12.56        1000
1024                    2.44              0.96             13.20        1000
2048                    2.85              1.09             15.19        1000
4096                   26.79             23.67             36.35        1000
8192                   25.93             22.46             35.15        1000
16384                  32.10             28.84             42.01         100
32768                  42.63             38.64             54.51         100
65536                  61.66             56.79             78.68         100
131072                 98.15             91.88            124.82         100
262144                200.82            191.20            249.11         100
524288                399.05            380.47            487.68         100
1048576               725.68            691.59            887.78         100
2097152              2591.17           2527.49           2950.30         100
4194304             10813.43          10561.59          11766.16         100
8388608             26847.01          26436.88          28878.95         100
16777216            53580.50          52630.09          57622.77         100
33554432           103331.31         101641.26         110675.64         100
67108864           200187.12         196340.18         212773.98         100
