
# OSU MPI Reduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       2.11              0.93             10.93        1000
16                      2.03              0.88             10.87        1000
32                      2.07              0.91             10.99        1000
64                      2.09              0.91             10.95        1000
128                     2.10              0.90             11.36        1000
256                     2.18              0.89             11.99        1000
512                     2.29              0.92             12.52        1000
1024                    2.42              0.96             12.99        1000
2048                    2.86              1.13             15.20        1000
4096                   26.66             23.21             36.58        1000
8192                   26.68             23.14             35.99        1000
16384                  32.21             28.48             42.12         100
32768                  41.99             38.14             53.68         100
65536                  61.56             56.13             77.93         100
131072                102.34             96.09            128.93         100
262144                198.67            188.99            246.83         100
524288                388.12            371.44            473.56         100
1048576               724.25            689.82            886.46         100
2097152              2630.32           2548.33           2982.18         100
4194304             10857.85          10619.56          11806.51         100
8388608             26948.85          26475.87          28995.27         100
16777216            53263.76          52364.94          57358.99         100
33554432           103269.87         101595.58         110671.23         100
67108864           200099.85         196285.45         212746.15         100
