
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.18              0.39              5.74        1000
16                      1.21              0.40              5.92        1000
32                      1.21              0.40              5.94        1000
64                      1.22              0.40              5.95        1000
128                     1.28              0.43              6.33        1000
256                     1.49              0.56              7.03        1000
512                     1.95              0.73              9.85        1000
1024                    2.98              1.16             14.18        1000
2048                    5.28              2.71             19.20        1000
4096                   10.78              6.54             28.08        1000
8192                   28.10             18.00             59.12        1000
16384                  41.22             22.05             86.07         100
32768                 108.85             50.51            176.75         100
65536                 211.08            119.66            317.00         100
131072                466.04            369.40            595.43         100
262144               1061.62            976.94           1193.59         100
524288               2289.13           2174.05           2441.04         100
1048576              4452.75           4390.54           4595.58         100
2097152              9675.52           9572.23           9832.20         100
4194304             17795.46          17749.37          17925.90         100
8388608             35051.16          35003.23          35182.20         100
16777216            68787.44          68740.26          68917.81         100
33554432           137416.40         137368.47         137611.73         100
67108864           275822.03         275773.16         276021.27         100
