
# OSU MPI Broadcast Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       5.41              2.39              9.34        1000
16                      4.96              2.20              8.66        1000
32                      5.01              2.23              8.75        1000
64                      4.96              2.18              8.67        1000
128                     5.04              2.13              8.78        1000
256                     5.09              2.22              9.02        1000
512                     5.16              2.18              9.25        1000
1024                    5.66              2.22             10.58        1000
2048                    6.15              2.25             11.02        1000
4096                    7.40              2.25             13.16        1000
8192                    9.60              2.21             17.30        1000
16384                  50.11             44.46             54.27         100
32768                  84.82             72.77             91.68         100
65536                 166.78            152.56            179.24         100
131072                315.84            274.51            339.03         100
262144                624.66            550.80            664.36         100
524288                604.80            560.13            670.89         100
1048576               943.61            889.24           1019.42         100
2097152              1645.04           1550.87           1758.55         100
4194304              4583.05           4228.70           4843.31         100
8388608             11685.25          11068.92          12079.39         100
16777216            23490.12          21959.68          24893.20         100
33554432            44068.80          42559.58          44905.89         100
67108864            85983.41          81622.35          89043.58         100
