
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.23              0.41              6.08        1000
16                      1.16              0.42              5.64        1000
32                      1.16              0.41              5.69        1000
64                      1.23              0.40              6.14        1000
128                     1.31              0.40              6.70        1000
256                     1.51              0.52              7.18        1000
512                     1.89              0.63              9.29        1000
1024                    2.77              1.06             12.34        1000
2048                    5.05              2.55             17.07        1000
4096                   10.52              6.52             27.66        1000
8192                   27.68             17.65             57.87        1000
16384                  41.59             22.23             84.90         100
32768                 108.69             49.65            174.47         100
65536                 211.17            112.04            314.16         100
131072                471.14            369.62            599.80         100
262144               1086.97            983.77           1238.25         100
524288               2327.62           2221.36           2467.30         100
1048576              4528.23           4427.75           4666.55         100
2097152              9778.07           9700.01           9942.36         100
4194304             18810.13          18722.67          18949.00         100
8388608             37127.87          37041.21          37279.28         100
16777216            74234.60          74145.07          74388.35         100
33554432           149651.21         149562.62         149879.83         100
67108864           301929.92         301836.46         302168.38         100
