
# OSU MPI Broadcast Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       5.65              2.45              9.57        1000
16                      5.01              2.17              8.37        1000
32                      5.13              2.21              8.86        1000
64                      4.81              1.91              7.88        1000
128                     5.05              2.17              8.57        1000
256                     4.91              1.87              8.17        1000
512                     5.27              2.21              9.22        1000
1024                    5.40              1.91              8.97        1000
2048                    6.20              2.31             10.99        1000
4096                    7.28              2.05             12.67        1000
8192                    9.54              2.24             17.01        1000
16384                  52.22             43.64             58.11         100
32768                  85.48             72.31             92.27         100
65536                 166.42            148.35            179.02         100
131072                315.80            270.17            340.24         100
262144                627.24            536.27            671.29         100
524288                617.56            580.40            666.36         100
1048576               953.86            901.15           1023.75         100
2097152              1655.62           1567.67           1763.94         100
4194304              4205.51           3920.90           4438.56         100
8388608             11653.17          10944.01          12068.01         100
16777216            23504.13          21961.39          25057.19         100
33554432            44174.99          42526.98          45003.51         100
67108864            85907.76          81822.23          88693.21         100
