
# OSU MPI Reduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       2.07              0.88             11.30        1000
16                      2.01              0.87             11.01        1000
32                      2.03              0.88             10.88        1000
64                      2.07              0.88             11.23        1000
128                     2.05              0.88             11.14        1000
256                     2.13              0.88             11.81        1000
512                     2.30              0.90             12.69        1000
1024                    2.55              0.95             15.20        1000
2048                    2.86              1.10             15.43        1000
4096                   26.20             23.08             36.28        1000
8192                   27.00             23.64             36.58        1000
16384                  35.05             31.48             45.14         100
32768                  42.61             38.60             54.80         100
65536                  62.50             57.58             79.27         100
131072                 99.72             94.04            126.98         100
262144                198.81            188.15            246.88         100
524288                390.74            374.16            477.49         100
1048576               701.57            667.39            862.28         100
2097152              2553.17           2478.54           2912.55         100
4194304             10823.75          10544.72          11774.35         100
8388608             26874.34          26507.75          28913.33         100
16777216            53499.35          52486.05          57580.00         100
33554432           103341.76         100990.06         110702.85         100
67108864           200870.06         196354.18         213503.64         100
