
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.19              0.55              1.86        1000
16                      1.20              0.56              1.86        1000
32                      1.35              0.51              2.42        1000
64                      1.34              0.50              2.43        1000
128                     1.55              0.51              2.67        1000
256                     1.66              0.69              2.87        1000
512                     1.98              0.78              3.11        1000
1024                    2.41              1.00              3.57        1000
2048                    3.55              1.21              4.99        1000
4096                    5.66              1.52              7.55        1000
8192                   11.36              2.84             15.13        1000
16384                  21.42              7.84             29.72         100
32768                  41.77             23.15             57.32         100
65536                 103.60             91.48            113.25         100
131072                216.23            204.66            225.24         100
262144                443.48            431.07            453.29         100
524288               1063.09           1012.58           1124.39         100
1048576               929.20            855.84           1059.41         100
2097152              1460.72           1309.88           1686.11         100
4194304              2927.54           2657.35           3289.95         100
8388608              8996.89           8879.33           9109.96         100
16777216            17748.10          17503.40          17929.36         100
33554432            35254.33          34762.60          35637.50         100
67108864            69636.49          68884.48          70321.15         100
