
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.16              0.31              5.89        1000
16                      1.18              0.36              5.87        1000
32                      1.21              0.35              6.07        1000
64                      1.23              0.42              6.29        1000
128                     1.31              0.40              6.68        1000
256                     1.49              0.55              7.27        1000
512                     1.87              0.70              9.55        1000
1024                    2.67              0.97             12.36        1000
2048                    4.98              2.60             16.92        1000
4096                   10.57              6.59             27.39        1000
8192                   27.69             17.50             58.89        1000
16384                  41.18             20.63             84.84         100
32768                 108.15             48.32            174.07         100
65536                 211.34            117.50            313.37         100
131072                468.93            364.90            594.84         100
262144               1074.60            976.48           1209.78         100
524288               2319.48           2217.96           2457.52         100
1048576              4502.34           4414.64           4635.59         100
2097152              9810.93           9705.98           9974.15         100
4194304             18759.87          18669.81          18898.48         100
8388608             36992.11          36905.45          37143.92         100
16777216            74108.06          74019.88          74259.60         100
33554432           149607.85         149520.52         149828.34         100
67108864           301449.14         301356.78         301675.54         100
