
# OSU MPI Broadcast Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       5.32              2.34              9.22        1000
16                      4.82              1.97              8.54        1000
32                      4.87              2.00              8.60        1000
64                      4.84              1.97              8.53        1000
128                     4.88              1.94              8.50        1000
256                     4.97              1.93              8.88        1000
512                     5.06              1.97              9.06        1000
1024                    5.52              2.11             10.13        1000
2048                    6.02              2.12             10.98        1000
4096                    7.34              2.14             13.28        1000
8192                    9.44              2.14             16.51        1000
16384                  53.86             48.21             57.38         100
32768                  89.75             79.26             95.68         100
65536                 165.25            149.58            175.52         100
131072                317.22            280.19            335.94         100
262144                638.91            587.72            668.42         100
524288                608.03            571.09            661.59         100
1048576               939.86            885.95           1011.82         100
2097152              1657.61           1569.28           1763.22         100
4194304              4284.99           4017.47           4480.27         100
8388608             11716.92          11018.84          12132.09         100
16777216            23453.34          21983.99          24890.41         100
33554432            44102.64          42527.20          44978.59         100
67108864            85886.38          82010.11          88610.64         100
