
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.93              0.55              1.19        1000
16                      0.97              0.56              1.32        1000
32                      1.01              0.52              1.33        1000
64                      0.98              0.50              1.28        1000
128                     1.11              0.54              1.38        1000
256                     1.14              0.57              1.50        1000
512                     1.45              0.70              2.02        1000
1024                    2.10              0.99              2.59        1000
2048                    3.85              1.24              4.71        1000
4096                    6.56              1.63              9.22        1000
8192                   10.81              2.78             15.38        1000
16384                  20.73              8.22             29.28         100
32768                  40.99             22.68             57.00         100
65536                 102.10             92.38            112.19         100
131072                211.42            200.48            221.02         100
262144                433.76            422.31            443.72         100
524288               1066.86           1023.55           1123.54         100
1048576               898.32            794.81           1047.60         100
2097152              1452.05           1290.27           1688.34         100
4194304              2886.42           2615.32           3249.21         100
8388608              9025.97           8905.47           9151.68         100
16777216            17754.93          17540.25          17974.31         100
33554432            35164.70          34636.22          35528.80         100
67108864            69794.15          68970.54          70496.45         100
