
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.26              0.45              6.45        1000
16                      1.23              0.47              6.27        1000
32                      1.22              0.47              6.26        1000
64                      1.21              0.47              6.21        1000
128                     1.30              0.46              6.84        1000
256                     1.48              0.60              7.28        1000
512                     1.88              0.71              9.91        1000
1024                    2.74              1.01             14.08        1000
2048                    5.00              2.51             18.69        1000
4096                   10.56              6.61             28.25        1000
8192                   27.71             17.26             58.82        1000
16384                  41.48             20.91             85.48         100
32768                 108.24             48.85            177.24         100
65536                 213.07             92.54            320.44         100
131072                464.95            363.54            583.47         100
262144               1067.16            982.40           1196.60         100
524288               2329.28           2241.44           2461.01         100
1048576              4530.18           4458.04           4657.71         100
2097152             10217.59          10102.89          10407.33         100
4194304             18260.08          18200.13          18393.62         100
8388608             35925.44          35856.29          36066.55         100
16777216            71571.40          71496.34          71717.53         100
33554432           143680.59         143598.50         143907.40         100
67108864           294073.99         293979.69         294315.87         100
