
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.97              0.51              1.28        1000
16                      1.07              0.55              1.55        1000
32                      1.01              0.55              1.34        1000
64                      1.03              0.52              1.33        1000
128                     1.10              0.53              1.37        1000
256                     1.13              0.71              1.46        1000
512                     1.61              0.93              2.24        1000
1024                    2.25              1.01              2.75        1000
2048                    3.83              1.21              4.91        1000
4096                    6.68              1.67              9.13        1000
8192                   10.66              2.88             14.67        1000
16384                  20.38              7.85             28.92         100
32768                  40.75             22.09             56.46         100
65536                 102.09             92.20            111.15         100
131072                213.67            203.02            222.73         100
262144                432.20            420.83            441.90         100
524288               1072.04           1016.46           1150.68         100
1048576               922.09            817.57           1083.06         100
2097152              1459.57           1310.79           1684.80         100
4194304              2906.13           2636.81           3297.19         100
8388608              9060.88           8936.37           9178.00         100
16777216            17709.91          17506.36          17885.19         100
33554432            35033.50          34558.79          35368.65         100
67108864            69690.80          68779.66          70332.85         100
