
# OSU MPI Reduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       2.06              0.86             11.39        1000
16                      2.01              0.85             11.29        1000
32                      2.07              0.88             11.34        1000
64                      2.10              0.90             11.65        1000
128                     2.19              0.87             13.53        1000
256                     2.15              0.85             12.10        1000
512                     2.31              0.96             12.83        1000
1024                    2.44              0.99             13.34        1000
2048                    2.87              1.10             15.54        1000
4096                   25.75             22.46             35.66        1000
8192                   25.24             22.04             34.74        1000
16384                  34.83             31.21             45.00         100
32768                  42.22             38.19             54.25         100
65536                  61.43             56.14             77.78         100
131072                 99.14             93.30            125.62         100
262144                201.69            191.54            249.78         100
524288                385.94            368.81            471.86         100
1048576               701.04            665.57            860.58         100
2097152              2608.40           2536.77           2963.70         100
4194304             10856.78          10606.62          11814.16         100
8388608             26789.45          26280.11          28817.49         100
16777216            53556.00          52618.98          57595.04         100
33554432           104082.97         101939.21         111474.69         100
67108864           201599.54         196954.57         214308.76         100
