
# OSU MPI Broadcast Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       5.57              2.47              9.39        1000
16                      4.93              2.30              8.51        1000
32                      4.93              2.26              8.57        1000
64                      4.89              2.18              8.55        1000
128                     4.93              2.16              8.47        1000
256                     4.98              2.26              8.77        1000
512                     5.11              2.29              9.06        1000
1024                    5.62              2.29             10.17        1000
2048                    6.03              2.29             10.82        1000
4096                    7.31              2.25             13.13        1000
8192                    9.29              2.11             16.56        1000
16384                  52.93             46.68             57.13         100
32768                  84.73             73.55             90.98         100
65536                 166.79            149.82            179.18         100
131072                312.93            266.59            335.59         100
262144                653.42            581.91            691.63         100
524288                596.05            556.98            652.27         100
1048576               943.15            887.51           1016.97         100
2097152              1634.98           1544.86           1744.39         100
4194304              4611.80           4292.86           4839.98         100
8388608             11684.30          11040.81          12062.52         100
16777216            23415.56          21860.78          24785.64         100
33554432            44019.19          42506.67          44768.48         100
67108864            86091.53          82452.49          88891.27         100
