
# OSU MPI Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       4.49
16                      4.73
32                      4.90
64                      4.87
128                     5.52
256                     5.98
512                     9.40
1024                   15.16
2048                   21.99
4096                   36.77
8192                   68.95
16384                 141.50
32768                 286.99
65536                 577.21
131072               1161.75
262144               2304.55
524288               4571.90
1048576              8951.83
2097152             19378.93
4194304             38726.04
8388608             76863.33
16777216           153546.67
33554432           309257.30
67108864           618136.50
