
# OSU MPI Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       4.55
16                      4.68
32                      4.75
64                      5.09
128                     5.87
256                     6.18
512                     9.79
1024                   14.56
2048                   21.17
4096                   35.12
8192                   60.57
16384                 131.37
32768                 262.62
65536                 517.21
131072               1093.47
262144               2135.46
524288               4800.45
1048576              8511.02
2097152             16997.06
4194304             36572.79
8388608             74028.20
16777216           148054.80
33554432           295447.63
67108864           591421.11
