
# OSU MPI Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       5.71
16                      5.31
32                      5.54
64                      6.02
128                     6.93
256                     7.99
512                    13.04
1024                   16.30
2048                   21.49
4096                   34.42
8192                   74.93
16384                 137.27
32768                 323.27
65536                 572.55
131072               1054.98
262144               2340.03
524288               4740.42
1048576              9369.11
2097152             16118.50
4194304             32848.44
8388608             66492.25
16777216           139591.58
33554432           288361.73
67108864           575296.57
