
# OSU MPI-CUDA Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                      33.34             29.89             34.53        1000
16                     33.30             29.79             34.51        1000
32                     33.35             29.88             34.55        1000
64                     33.31             29.70             34.57        1000
128                    33.42             29.77             34.66        1000
256                    35.40             34.03             36.97        1000
512                    36.11             34.68             37.93        1000
1024                   57.97             53.16             64.30        1000
2048                   66.72             65.43             69.10        1000
4096                   93.28             92.44             94.59        1000
8192                  103.76            103.02            105.02        1000
16384                 108.51            107.68            110.00         100
32768                 111.33            110.03            112.08         100
65536                 119.33            118.45            120.47         100
131072                 97.66             96.12             99.17         100
262144                 99.44             98.16            100.67         100
524288                102.22            100.85            103.51         100
1048576               108.84            107.31            110.22         100
2097152               122.50            121.04            123.85         100
4194304               150.47            149.13            151.72         100
8388608               203.39            201.93            204.62         100
16777216              408.17            406.77            409.49         100
33554432              830.40            828.89            831.90         100
67108864             1655.22           1653.72           1656.71         100
