
# OSU MPI-CUDA Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                      44.85             40.96             46.92        1000
16                     42.70             38.79             44.15        1000
32                     42.73             39.12             44.24        1000
64                     42.73             39.17             44.10        1000
128                    43.37             39.67             44.95        1000
256                    49.44             47.72             51.34        1000
512                    50.64             48.75             53.10        1000
1024                   74.12             69.40             81.26        1000
2048                   82.53             80.57             84.37        1000
4096                  126.88            125.00            129.86        1000
8192                  132.44            129.95            135.03        1000
16384                 140.20            137.58            144.40         100
32768                 142.58            138.12            148.56         100
65536                 154.99            151.37            158.19         100
131072                157.84            155.82            159.92         100
262144                165.44            163.69            168.15         100
524288                179.53            177.90            181.57         100
1048576               196.16            194.57            198.43         100
2097152               228.11            226.38            230.16         100
4194304               290.29            288.48            292.42         100
8388608               414.92            412.54            416.76         100
16777216              831.36            829.11            833.12         100
33554432             1678.48           1676.25           1680.49         100
67108864             3356.94           3355.20           3359.00         100
