
# OSU MPI-CUDA Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                      33.32             29.69             34.54        1000
16                     33.02             29.40             34.25        1000
32                     33.01             29.31             34.29        1000
64                     33.16             29.53             34.39        1000
128                    33.20             29.48             34.46        1000
256                    35.22             34.01             36.46        1000
512                    35.92             34.60             37.31        1000
1024                   60.16             57.15             65.39        1000
2048                   68.69             67.02             70.36        1000
4096                  103.00            102.29            103.73        1000
8192                  111.77            110.37            113.08        1000
16384                 115.80            114.88            116.60         100
32768                 113.76            111.94            115.95         100
65536                 127.23            125.72            128.83         100
131072                 97.95             97.35             98.38         100
262144                 99.51             98.95             99.94         100
524288                102.41            101.67            103.04         100
1048576               108.45            107.64            109.12         100
2097152               121.98            121.11            122.70         100
4194304               149.99            148.99            150.88         100
8388608               203.00            202.21            203.60         100
16777216              408.31            407.60            408.85         100
33554432              826.84            826.13            827.57         100
67108864             1656.03           1655.11           1657.01         100
