
# OSU MPI-CUDA Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                     131.37             92.60            136.30        1000
16                    130.98             92.30            136.07        1000
32                    129.63             91.82            134.91        1000
64                    130.26             91.86            135.01        1000
128                   131.10             92.43            135.91        1000
256                   145.03            110.91            151.75        1000
512                   146.10            114.26            152.80        1000
1024                  154.65            137.04            169.99        1000
2048                  172.91            166.73            177.68        1000
4096                  168.69            160.69            176.75        1000
8192                  195.99            180.15            204.16        1000
16384                 238.50            223.42            246.49         100
32768                 245.07            230.02            252.23         100
65536                 259.07            242.97            268.67         100
131072                820.41            816.67            823.17         100
262144                817.19            811.49            821.46         100
524288                818.38            815.11            822.14         100
1048576               818.42            815.88            820.35         100
2097152               825.70            819.27            828.90         100
4194304               831.48            827.06            835.75         100
8388608               842.29            837.38            844.95         100
16777216             1663.68           1660.29           1667.54         100
33554432             3316.86           3312.41           3318.81         100
67108864             6599.36           6594.18           6602.46         100
