
# OSU MPI-CUDA Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                      33.72             30.15             35.03        1000
16                     33.21             29.82             34.45        1000
32                     33.11             29.66             34.36        1000
64                     33.27             29.77             34.56        1000
128                    33.19             29.69             34.40        1000
256                    36.03             34.89             37.61        1000
512                    36.65             35.28             38.33        1000
1024                   58.71             54.93             64.40        1000
2048                   67.23             65.67             69.03        1000
4096                  100.78             99.34            101.83        1000
8192                  109.41            108.27            110.08        1000
16384                 114.62            113.82            115.57         100
32768                 111.20            109.53            112.93         100
65536                 125.27            124.26            126.43         100
131072                 96.78             95.80             98.05         100
262144                 99.19             98.19            100.26         100
524288                100.76            100.04            101.76         100
1048576               107.69            106.36            109.05         100
2097152               122.90            122.46            123.70         100
4194304               149.22            148.29            150.26         100
8388608               203.68            202.83            204.79         100
16777216              406.77            405.75            407.97         100
33554432              826.78            825.48            828.34         100
67108864             1651.49           1650.35           1653.04         100
