
# OSU MPI-CUDA Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                     131.94             92.90            136.97        1000
16                    131.24             92.43            136.48        1000
32                    131.74             92.79            136.69        1000
64                    131.57             92.75            136.32        1000
128                   132.61             93.23            137.40        1000
256                   147.58            128.90            153.00        1000
512                   146.93            127.39            151.77        1000
1024                  156.72            137.88            170.93        1000
2048                  173.30            162.92            179.67        1000
4096                  172.32            164.48            178.33        1000
8192                  196.42            181.28            204.49        1000
16384                 236.48            218.21            244.83         100
32768                 242.37            228.97            249.53         100
65536                 263.82            251.12            272.65         100
131072                887.16            881.69            890.34         100
262144                886.76            882.92            889.71         100
524288                884.41            878.57            887.58         100
1048576               893.99            888.04            896.84         100
2097152               881.39            876.19            885.16         100
4194304               890.52            887.21            893.68         100
8388608               906.20            900.25            908.89         100
16777216             1801.42           1793.43           1805.30         100
33554432             3595.17           3590.56           3599.75         100
67108864             7156.20           7150.41           7159.25         100
