
# OSU MPI-CUDA Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                     147.21            107.42            153.70        1000
16                    146.42            106.72            152.96        1000
32                    146.31            106.28            152.52        1000
64                    146.42            106.81            152.84        1000
128                   147.27            107.65            153.11        1000
256                   165.60            125.19            175.43        1000
512                   164.08            123.28            173.77        1000
1024                  175.92            148.45            196.27        1000
2048                  202.43            192.08            210.96        1000
4096                  199.13            188.42            207.41        1000
8192                  231.24            210.53            242.34        1000
16384                 280.18            257.34            293.80         100
32768                 287.09            268.42            301.68         100
65536                 306.75            287.99            320.91         100
131072               1049.26           1037.57           1062.00         100
262144               1111.15           1095.65           1130.01         100
524288               1172.11           1151.54           1196.17         100
1048576              1132.71           1110.03           1155.50         100
2097152              1075.62           1064.20           1086.99         100
4194304              1102.29           1086.99           1117.97         100
8388608              1151.75           1130.11           1175.77         100
16777216             2232.65           2223.68           2245.01         100
33554432             4457.99           4447.41           4465.96         100
67108864             8905.01           8897.89           8911.00         100
