
# OSU MPI-CUDA Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                     146.12            107.79            153.36        1000
16                    144.08            105.94            151.05        1000
32                    144.82            106.91            151.99        1000
64                    144.21            106.42            152.56        1000
128                   146.09            107.48            153.29        1000
256                   165.26            126.28            174.12        1000
512                   166.29            127.14            175.06        1000
1024                  177.22            151.09            194.10        1000
2048                  204.83            196.66            209.99        1000
4096                  199.94            189.37            206.67        1000
8192                  230.25            212.91            242.23        1000
16384                 282.92            264.63            296.20         100
32768                 285.89            267.06            300.11         100
65536                 305.35            288.99            322.22         100
131072               1055.03           1047.05           1061.26         100
262144               1114.96           1103.57           1122.00         100
524288               1178.69           1164.07           1188.17         100
1048576              1126.94           1115.61           1134.25         100
2097152              1076.76           1067.80           1082.96         100
4194304              1090.24           1084.10           1098.93         100
8388608              1129.05           1120.48           1136.57         100
16777216             2256.68           2247.59           2262.87         100
33554432             4535.08           4524.24           4543.07         100
67108864             8947.42           8938.85           8952.43         100
