
# OSU MPI-CUDA Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                     135.20             94.89            140.04        1000
16                    134.62             94.65            139.73        1000
32                    134.11             94.52            139.24        1000
64                    133.95             93.81            138.66        1000
128                   134.80             94.38            139.81        1000
256                   151.43            129.93            156.91        1000
512                   150.83            129.08            157.21        1000
1024                  160.25            137.70            175.90        1000
2048                  176.94            168.61            182.92        1000
4096                  178.32            171.35            183.83        1000
8192                  203.71            189.82            210.64        1000
16384                 249.97            241.38            258.26         100
32768                 251.26            238.87            259.89         100
65536                 269.45            259.94            279.36         100
131072                877.48            873.75            880.13         100
262144                892.24            887.40            894.79         100
524288                892.88            889.74            894.79         100
1048576               888.15            881.96            891.53         100
2097152               889.69            885.96            892.31         100
4194304               899.12            892.95            902.77         100
8388608               898.98            893.80            903.28         100
16777216             1805.48           1799.62           1807.53         100
33554432             3589.99           3585.62           3592.28         100
67108864             7154.50           7148.98           7157.31         100
