
# OSU MPI-CUDA Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                      44.44             40.13             46.56        1000
16                     42.83             38.82             44.46        1000
32                     42.71             38.66             44.75        1000
64                     42.62             38.71             44.21        1000
128                    43.29             39.31             44.89        1000
256                    49.40             47.63             51.49        1000
512                    50.53             48.70             52.55        1000
1024                   74.39             69.68             81.37        1000
2048                   81.50             80.04             83.15        1000
4096                  126.95            124.80            130.24        1000
8192                  132.19            129.04            134.80        1000
16384                 138.67            135.91            141.37         100
32768                 140.93            136.93            145.10         100
65536                 155.96            151.08            160.36         100
131072                158.48            156.51            160.08         100
262144                166.05            163.69            168.87         100
524288                180.31            178.38            182.89         100
1048576               196.89            194.64            199.61         100
2097152               229.53            227.41            232.55         100
4194304               291.03            288.74            293.97         100
8388608               415.45            413.33            418.51         100
16777216              833.77            831.27            837.88         100
33554432             1677.82           1675.51           1681.15         100
67108864             3354.00           3351.67           3357.33         100
