
# OSU MPI-CUDA Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                     149.95            109.94            158.34        1000
16                    145.81            106.20            155.27        1000
32                    145.64            105.99            155.44        1000
64                    145.81            106.01            155.97        1000
128                   147.89            107.61            157.80        1000
256                   164.49            131.98            174.22        1000
512                   165.80            131.60            174.56        1000
1024                  176.44            150.54            196.49        1000
2048                  205.51            200.83            212.64        1000
4096                  199.74            190.89            207.78        1000
8192                  229.85            213.75            241.27        1000
16384                 279.19            255.10            294.29         100
32768                 286.00            266.21            296.60         100
65536                 304.47            286.21            317.86         100
131072               1039.36           1032.50           1045.72         100
262144               1089.55           1080.94           1096.85         100
524288               1153.29           1143.39           1164.50         100
1048576              1118.97           1110.23           1125.97         100
2097152              1059.59           1050.05           1066.72         100
4194304              1070.85           1061.05           1078.64         100
8388608              1097.62           1091.89           1104.28         100
16777216             2204.92           2195.00           2216.62         100
33554432             4432.49           4420.87           4444.13         100
67108864             8813.40           8805.63           8820.16         100
