
# OSU MPI-CUDA Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                     140.03             99.60            144.89        1000
16                    133.56             94.11            138.75        1000
32                    133.76             94.26            138.82        1000
64                    133.96             94.51            138.82        1000
128                   134.53             94.54            139.63        1000
256                   148.23            119.38            153.93        1000
512                   148.94            121.04            154.69        1000
1024                  156.21            135.72            172.99        1000
2048                  177.67            168.14            183.76        1000
4096                  174.28            165.44            182.98        1000
8192                  199.58            184.58            209.27        1000
16384                 242.21            225.70            250.53         100
32768                 247.96            230.50            257.05         100
65536                 266.01            246.67            275.22         100
131072                894.07            889.41            897.19         100
262144                887.75            881.70            892.03         100
524288                892.89            888.80            895.51         100
1048576               889.81            884.47            893.60         100
2097152               892.18            887.50            894.97         100
4194304               904.24            898.28            908.15         100
8388608               908.90            902.92            911.97         100
16777216             1807.65           1802.66           1809.92         100
33554432             3608.95           3605.52           3611.15         100
67108864             7203.88           7200.35           7207.21         100
