
# OSU MPI-CUDA Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                      44.41             39.75             46.59        1000
16                     42.71             38.72             44.45        1000
32                     42.59             38.09             44.79        1000
64                     42.68             38.45             44.61        1000
128                    43.30             39.02             45.23        1000
256                    49.19             47.31             51.10        1000
512                    50.34             48.34             52.51        1000
1024                   74.32             69.45             80.84        1000
2048                   81.18             79.59             82.73        1000
4096                  125.96            124.30            127.50        1000
8192                  131.36            129.10            134.73        1000
16384                 138.43            135.36            140.80         100
32768                 141.66            137.55            145.81         100
65536                 158.28            154.63            163.39         100
131072                157.82            156.40            160.00         100
262144                165.64            164.17            167.29         100
524288                179.95            178.61            181.18         100
1048576               196.92            195.85            197.92         100
2097152               228.80            227.50            229.95         100
4194304               292.14            290.48            293.20         100
8388608               415.68            413.13            417.26         100
16777216              833.39            831.85            834.57         100
33554432             1681.74           1679.06           1684.45         100
67108864             3365.25           3363.00           3366.71         100
