
# OSU MPI-CUDA Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                      44.30             40.51             46.02        1000
16                     42.66             38.22             45.12        1000
32                     42.74             38.50             44.90        1000
64                     42.76             38.78             44.57        1000
128                    43.28             39.58             44.81        1000
256                    49.71             47.98             51.50        1000
512                    50.59             48.48             52.66        1000
1024                   74.95             69.90             82.38        1000
2048                   81.91             80.43             83.15        1000
4096                  126.67            124.15            129.73        1000
8192                  132.87            130.04            134.83        1000
16384                 139.89            137.08            144.22         100
32768                 142.12            139.54            145.53         100
65536                 158.17            154.56            162.10         100
131072                157.69            155.94            160.43         100
262144                165.76            163.60            168.07         100
524288                180.17            178.04            182.24         100
1048576               195.95            194.47            198.06         100
2097152               229.62            227.68            231.85         100
4194304               291.71            290.03            293.33         100
8388608               415.68            413.79            417.67         100
16777216              833.17            831.01            835.84         100
33554432             1683.98           1681.43           1687.42         100
67108864             3361.58           3359.13           3364.51         100
