
# OSU MPI-CUDA Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                      33.23             29.38             34.57        1000
16                     32.73             28.96             34.00        1000
32                     32.78             28.96             34.07        1000
64                     32.88             29.11             34.15        1000
128                    32.68             29.05             33.96        1000
256                    35.57             34.22             36.86        1000
512                    36.09             34.71             37.45        1000
1024                   58.70             54.31             64.19        1000
2048                   66.32             64.41             68.07        1000
4096                   95.59             94.66             96.36        1000
8192                  103.76            102.51            104.76        1000
16384                 110.21            108.32            111.83         100
32768                 106.98            105.03            108.79         100
65536                 119.80            118.45            121.14         100
131072                 95.73             94.97             96.58         100
262144                 96.56             95.54             97.47         100
524288                 99.13             98.05            100.01         100
1048576               105.53            104.32            106.49         100
2097152               120.23            119.40            120.95         100
4194304               148.20            147.46            148.84         100
8388608               202.23            201.34            202.92         100
16777216              404.51            403.20            405.55         100
33554432              820.46            819.64            821.26         100
67108864             1637.72           1636.92           1638.66         100
