
# OSU MPI-CUDA Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                      44.35             40.12             46.47        1000
16                     42.98             39.15             44.60        1000
32                     42.88             38.68             45.04        1000
64                     42.84             38.66             44.93        1000
128                    43.41             39.61             45.12        1000
256                    49.62             47.76             51.62        1000
512                    50.82             48.84             53.08        1000
1024                   76.27             70.81             82.61        1000
2048                   82.58             80.67             84.33        1000
4096                  128.59            125.35            133.40        1000
8192                  134.82            132.01            140.31        1000
16384                 144.56            141.44            150.71         100
32768                 144.17            141.26            147.53         100
65536                 158.11            154.82            162.30         100
131072                158.73            156.80            161.86         100
262144                166.37            164.21            169.16         100
524288                179.05            176.73            181.78         100
1048576               196.39            194.24            198.78         100
2097152               228.59            226.55            231.00         100
4194304               291.21            288.83            293.98         100
8388608               415.33            412.60            418.02         100
16777216              832.73            829.40            835.89         100
33554432             1680.52           1677.97           1683.16         100
67108864             3360.44           3358.41           3363.54         100
