
# OSU MPI-CUDA Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                     132.18             93.07            136.75        1000
16                    130.24             92.28            135.53        1000
32                    130.70             92.49            135.52        1000
64                    130.28             92.28            135.30        1000
128                   133.49             94.66            138.46        1000
256                   148.95            120.29            153.71        1000
512                   150.09            125.22            155.50        1000
1024                  157.29            137.43            172.27        1000
2048                  177.12            170.97            183.42        1000
4096                  173.84            165.29            182.12        1000
8192                  196.28            180.68            206.82        1000
16384                 237.49            221.33            243.63         100
32768                 243.03            227.45            249.73         100
65536                 259.54            240.44            268.39         100
131072                871.52            867.63            874.76         100
262144                863.02            857.21            867.30         100
524288                867.67            861.96            871.50         100
1048576               875.03            870.25            877.61         100
2097152               880.61            874.79            883.73         100
4194304               876.07            870.02            878.26         100
8388608               889.11            883.20            892.32         100
16777216             1765.51           1758.20           1767.85         100
33554432             3519.63           3514.38           3522.53         100
67108864             7015.64           7010.70           7019.55         100
