
# OSU MPI-CUDA Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                     130.40             92.16            135.48        1000
16                    130.25             91.57            135.17        1000
32                    130.10             91.61            134.97        1000
64                    130.53             91.78            135.38        1000
128                   131.29             92.64            136.09        1000
256                   147.49            121.91            152.85        1000
512                   148.17            124.77            154.12        1000
1024                  154.73            136.48            170.04        1000
2048                  172.14            158.92            179.98        1000
4096                  172.49            163.92            178.01        1000
8192                  197.38            183.08            206.71        1000
16384                 238.66            222.95            246.01         100
32768                 243.76            225.83            250.77         100
65536                 255.80            240.78            266.18         100
131072                860.65            856.96            864.28         100
262144                860.19            855.56            864.00         100
524288                860.88            853.86            863.62         100
1048576               857.37            850.34            861.27         100
2097152               866.88            861.02            870.56         100
4194304               869.49            861.12            872.87         100
8388608               877.55            874.00            881.38         100
16777216             1748.57           1743.47           1751.84         100
33554432             3496.14           3491.22           3498.80         100
67108864             6964.44           6959.84           6967.88         100
