
# OSU MPI-CUDA Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                     147.41            109.80            155.09        1000
16                    143.73            105.63            151.30        1000
32                    143.39            105.71            150.83        1000
64                    143.47            105.53            150.35        1000
128                   144.98            106.78            151.54        1000
256                   162.64            120.18            172.86        1000
512                   163.70            121.87            173.53        1000
1024                  174.33            151.38            194.10        1000
2048                  204.48            197.52            210.30        1000
4096                  199.13            187.52            207.34        1000
8192                  228.32            206.34            238.09        1000
16384                 279.97            253.20            294.17         100
32768                 286.97            265.15            300.73         100
65536                 306.99            282.75            318.43         100
131072               1053.69           1042.37           1067.37         100
262144               1111.25           1092.78           1131.80         100
524288               1176.95           1154.84           1203.83         100
1048576              1133.34           1117.72           1154.53         100
2097152              1088.96           1072.70           1104.80         100
4194304              1093.39           1078.02           1108.16         100
8388608              1115.66           1106.96           1125.70         100
16777216             2220.30           2210.34           2231.06         100
33554432             4468.20           4457.54           4479.00         100
67108864             8961.09           8951.22           8977.37         100
