
# OSU MPI-CUDA Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                      33.73             30.02             35.04        1000
16                     33.18             29.73             34.36        1000
32                     33.27             29.80             34.45        1000
64                     33.31             29.85             34.54        1000
128                    33.38             29.74             34.64        1000
256                    35.81             34.56             37.11        1000
512                    36.58             35.03             38.05        1000
1024                   60.37             57.11             65.58        1000
2048                   69.15             67.84             70.71        1000
4096                  105.86            104.44            107.10        1000
8192                  113.03            111.13            114.65        1000
16384                 117.73            116.92            118.33         100
32768                 114.68            113.10            116.08         100
65536                 125.45            123.95            126.24         100
131072                 97.72             97.21             98.41         100
262144                 99.92             99.35            100.56         100
524288                103.35            102.59            103.97         100
1048576               109.36            108.79            109.94         100
2097152               123.54            123.08            124.00         100
4194304               150.61            149.65            151.40         100
8388608               204.64            203.81            205.24         100
16777216              410.60            409.19            411.71         100
33554432              828.15            826.87            829.07         100
67108864             1655.52           1654.21           1656.53         100
