
# OSU MPI-CUDA Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                     150.01            109.61            161.17        1000
16                    146.62            106.84            158.44        1000
32                    146.80            106.88            158.04        1000
64                    147.58            107.35            159.06        1000
128                   148.61            108.29            159.56        1000
256                   165.57            126.31            174.92        1000
512                   165.82            124.10            175.42        1000
1024                  175.96            148.42            194.66        1000
2048                  205.94            198.87            216.06        1000
4096                  200.21            185.91            209.50        1000
8192                  232.51            210.76            248.12        1000
16384                 282.98            257.82            303.22         100
32768                 289.20            269.00            307.75         100
65536                 306.56            288.64            324.16         100
131072               1064.66           1052.75           1083.40         100
262144               1120.00           1102.05           1145.59         100
524288               1195.55           1176.41           1231.87         100
1048576              1182.31           1165.95           1213.45         100
2097152              1096.63           1080.77           1120.46         100
4194304              1096.20           1088.69           1113.08         100
8388608              1114.01           1102.80           1131.30         100
16777216             2234.58           2226.17           2250.55         100
33554432             4456.99           4447.28           4470.30         100
67108864             8964.38           8954.14           8981.89         100
