
# OSU MPI-CUDA Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                      44.78             39.74             47.80        1000
16                     42.77             37.93             45.46        1000
32                     42.87             38.19             45.49        1000
64                     42.92             38.45             45.31        1000
128                    43.47             38.64             46.17        1000
256                    49.93             47.84             51.81        1000
512                    51.12             48.93             53.22        1000
1024                   74.54             69.68             82.96        1000
2048                   81.00             79.49             82.72        1000
4096                  126.89            124.30            131.11        1000
8192                  131.34            129.12            134.91        1000
16384                 138.86            136.38            142.60         100
32768                 141.19            135.59            146.01         100
65536                 157.27            153.33            162.45         100
131072                157.04            154.83            159.35         100
262144                165.04            163.06            167.43         100
524288                179.53            177.44            181.95         100
1048576               196.59            194.73            199.35         100
2097152               228.71            226.56            231.32         100
4194304               291.28            288.58            294.37         100
8388608               415.61            413.43            418.53         100
16777216              831.82            828.62            835.41         100
33554432             1677.71           1675.08           1680.94         100
67108864             3356.26           3353.22           3359.57         100
