
# OSU MPI-CUDA Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                     135.31             94.95            140.45        1000
16                    134.25             94.00            139.09        1000
32                    133.40             93.57            138.72        1000
64                    133.56             93.86            138.82        1000
128                   134.80             94.55            139.94        1000
256                   148.20            115.66            154.38        1000
512                   148.21            117.97            154.25        1000
1024                  157.45            135.29            172.68        1000
2048                  176.14            169.67            182.27        1000
4096                  174.52            165.27            181.50        1000
8192                  202.23            188.23            208.92        1000
16384                 245.97            234.28            255.27         100
32768                 251.27            238.44            258.98         100
65536                 264.44            254.65            274.35         100
131072                870.65            865.07            874.90         100
262144                875.76            872.10            878.58         100
524288                874.44            868.10            878.07         100
1048576               872.22            865.39            875.75         100
2097152               875.36            869.36            878.19         100
4194304               880.74            874.00            884.34         100
8388608               889.35            884.01            892.61         100
16777216             1768.50           1763.45           1771.12         100
33554432             3539.61           3532.93           3541.87         100
67108864             7058.22           7051.93           7061.16         100
