
# OSU MPI-CUDA Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                      44.21             40.07             46.34        1000
16                     42.63             38.04             45.05        1000
32                     42.74             38.48             44.72        1000
64                     42.65             38.15             44.89        1000
128                    43.33             38.92             45.44        1000
256                    49.27             47.48             51.13        1000
512                    50.30             48.34             52.26        1000
1024                   74.33             69.72             81.21        1000
2048                   81.78             80.46             83.34        1000
4096                  127.36            125.18            129.43        1000
8192                  132.85            130.52            135.68        1000
16384                 139.89            136.24            142.72         100
32768                 141.77            138.08            145.36         100
65536                 155.59            151.11            158.46         100
131072                156.16            154.26            158.71         100
262144                164.72            163.09            166.60         100
524288                178.11            176.22            179.95         100
1048576               196.84            194.52            198.47         100
2097152               227.61            225.10            229.49         100
4194304               290.35            287.33            292.12         100
8388608               414.77            412.64            417.71         100
16777216              830.85            828.81            832.96         100
33554432             1675.65           1673.83           1678.10         100
67108864             3354.78           3352.14           3357.48         100
