
# OSU MPI-CUDA Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                     146.27            107.78            153.42        1000
16                    144.82            106.49            151.51        1000
32                    144.84            106.45            151.69        1000
64                    144.80            106.48            152.16        1000
128                   146.58            107.80            154.18        1000
256                   165.54            125.26            174.67        1000
512                   166.10            125.33            176.33        1000
1024                  175.35            149.57            194.28        1000
2048                  204.69            195.24            211.22        1000
4096                  201.05            188.14            209.00        1000
8192                  231.72            213.11            244.43        1000
16384                 282.41            258.26            297.12         100
32768                 287.46            265.92            302.52         100
65536                 309.37            285.51            325.69         100
131072               1058.44           1048.93           1063.86         100
262144               1117.43           1107.54           1126.46         100
524288               1181.99           1173.97           1191.80         100
1048576              1132.09           1123.03           1140.19         100
2097152              1091.18           1084.09           1099.41         100
4194304              1090.37           1083.93           1096.74         100
8388608              1124.07           1113.46           1131.27         100
16777216             2246.54           2232.16           2258.62         100
33554432             4564.49           4557.58           4570.55         100
67108864             8968.40           8959.81           8975.72         100
