
# OSU MPI Allreduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       8.51
16                     11.71
32                     10.86
64                     10.43
128                    12.84
256                    14.62
512                    21.92
1024                   23.74
2048                   28.44
4096                   28.70
8192                   38.61
16384                  54.73
32768                 101.63
65536                  67.10
131072                 89.65
262144                131.83
524288                226.07
1048576               618.51
2097152              1993.52
4194304              5179.52
8388608             11737.87
16777216            25777.63
33554432            50434.18
67108864           101271.66
