
# OSU MPI Allreduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       8.68
16                      9.94
32                     11.73
64                     10.54
128                    11.19
256                    11.67
512                    21.60
1024                   23.39
2048                   26.03
4096                   36.82
8192                   38.89
16384                  55.62
32768                 103.38
65536                  66.01
131072                 88.23
262144                130.65
524288                312.10
1048576               584.07
2097152              1971.78
4194304              5033.44
8388608             12244.30
16777216            25067.91
33554432            50396.44
67108864           100969.11
