
# OSU MPI Allreduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       8.61
16                      9.83
32                     18.12
64                     10.88
128                    12.83
256                    11.68
512                    22.00
1024                   23.52
2048                   24.77
4096                   35.69
8192                   36.59
16384                  54.10
32768                 106.23
65536                  70.42
131072                 88.26
262144                129.92
524288                234.66
1048576               622.94
2097152              2023.22
4194304              5168.16
8388608             11612.97
16777216            24261.77
33554432            50580.56
67108864           101906.77
