
# OSU MPI Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       8.30
16                      8.99
32                      9.97
64                     10.02
128                    17.16
256                    12.36
512                    18.03
1024                   20.20
2048                   28.76
4096                   24.18
8192                   30.72
16384                  37.85
32768                  64.57
65536                  68.38
131072                103.53
262144                142.46
524288                240.09
1048576               644.08
2097152              2113.97
4194304              5158.29
8388608             12219.16
16777216            24560.85
33554432            54081.59
67108864           110639.27
