
# OSU MPI Allreduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       9.30
16                      9.95
32                     12.25
64                     10.62
128                    11.89
256                    11.85
512                    21.17
1024                   30.44
2048                   25.12
4096                   28.17
8192                   35.77
16384                  54.10
32768                 101.71
65536                  65.97
131072                388.63
262144                398.53
524288                228.84
1048576               673.98
2097152              1863.04
4194304              5131.85
8388608             11783.37
16777216            24289.08
33554432            50170.97
67108864           100671.35
