
# OSU MPI Allreduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                      11.54
16                     10.23
32                     10.30
64                     10.81
128                    11.11
256                    19.14
512                    21.50
1024                   23.58
2048                   32.30
4096                   29.11
8192                   36.34
16384                  54.92
32768                 101.69
65536                  64.39
131072                 87.91
262144                130.20
524288                223.19
1048576               561.33
2097152              2077.86
4194304              5129.85
8388608             11607.62
16777216            24569.61
33554432            50657.74
67108864           101038.11
