
# OSU MPI Allreduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       5.73
16                      5.90
32                      5.80
64                      5.73
128                     5.91
256                     6.04
512                     6.52
1024                    7.15
2048                    8.82
4096                   13.61
8192                   16.40
16384                  21.14
32768                  30.56
65536                  49.09
131072                 86.69
262144                189.60
524288                428.61
1048576              1273.31
2097152              3294.60
4194304              7482.90
8388608             15561.48
16777216            32094.15
33554432            65805.36
67108864           133822.48
